,R_P_E,Transcript,Filename,Title,Publication,Date,FullDate,Page,Summary,Notes,SourceFormat,X,duplicated
254,E,TRUE,PaoliRepublican-5-25-86.txt,N/A,Paoli Republican,"May 25, 1886",1886-05-25,2,Buffalo Bill gets back the money he sent to England. ,,P,,FALSE
255,E,TRUE,CrownPointRegister-6-3-86.txt,Accident to Buffalo Bill,Crown Point Register,"June 3, 1886",1886-06-03,4,This sentence mentions that Buffalo Bill was injured in an accident during a show. ,,P,,FALSE
256,E,TRUE,HendricksCountyRepublican-6-3-86.txt,,Hendricks County Republican ,"June 3, 1886",1886-06-03,2,Short note that Buffalo Bill's leg has been broken by being thrown from a horse,,P,,FALSE
257,E,TRUE,GreencastleBannerandTimes-6-3-86.txt,Accident to Buffalo Bill,Greencastle Banner and Times ,"June 3, 1886",1886-06-03,6,Short note that Buffalo Bill's leg has been broken by being thrown from a horse,,P,,FALSE
258,E,TRUE,GoshenDemocrat-7-7-86.txt,Just Like Real Fighting,Goshen Democrat,"July 7, 1886",1886-07-07,1,This article describes the fighting of cowboys against the Indians during the Buffalo Bill show. ,,P,,FALSE
259,E,TRUE,FortWayneSentinel-7-29-86.txt,The Late Ned Buntline,Fort Wayne Sentinel,"July 29, 1886",1886-07-29,1,"A participant of the Buffalo Bill show, Ned Buntline, died. This obituary briefly mentions his role in the show. ",Contains an image of Buntline.,A,,FALSE
260,E,TRUE,LogansportChronicle-7-31-86.txt,N/A,Logansport Chronicle,"July 31, 1886",1886-07-31,1,This article notes the character of Buffalo Bill. ,,P,,FALSE
261,E,TRUE,FortWayneSentinel-8-4-86.txt,Pioneering [illegible],Fort Wayne Sentinel,"August 4, 1886",1886-08-04,2,Erastus Wiman created a novel scheme that presented the building of a railroad and the fight between men and Indians. This article mentions Buffalo Bill briefly. ,,P,,FALSE
262,E,TRUE,LawrenceburghRegister-8-5-86.txt,The Late Ned Buntline,Lawrenceburgh Register,"August 5, 1886",1886-08-05,1,"This article describes the role of Ned Buntline, which briefly mentions the Buffalo Bill show. Note: This article appears the same as the Fort Wayne Sentinel obituary on July 29, 1886. ",,P,,FALSE
263,E,TRUE,NewAlbanyLedger-8-7-86.txt,The Late Ned Buntline,New Albany Ledger,"August 7, 1886",1886-08-07,2,"This article also appears the same as the Fort Wayne Sentinel obituary on July 29, 1886.", ,P,,FALSE
264,E,TRUE,FortWayneSentinel-8-11-86.txt,Buffalo Bill's Prospective Wealth,Fort Wayne Sentinel,"August 11, 1886",1886-08-11,1,This brief article mentions Buffalo Bill's potential to win his suit on the illegal transfer of the land in Cleveland. ,,P,,FALSE
,E,TRUE,DailyWabashExpress-8-12-86.txt,Buffalo Bill's Prospective Wealth,Daily Wabash Express,"August 12, 1886 ",1886-08-12,1,,,,,
265,E,TRUE,TerreHauteWeeklyGazette-8-12-86.txt,Buffalo Bill's Prospective Wealth ,Terre Haute Weekly Gazette ,"August 12, 1886 ",1886-08-12,5,"Short discussion about Buffalo Bill's likely won suit over property valued at $1,500,000",,P,,FALSE
266,E,TRUE,SaturdayEveningMail-8-14-86.txt,,Saturday Evening Mail ,"August 14, 1886 ",1886-08-14,4,Article notes that Buffalo Bill may win 1.5million from the city of Cleveland from property,,P,,FALSE
267,E,TRUE,LogansportJournal-8-17-86.txt,Annual Dog Feast of the Sioux,Logansport Journal,"August 17, 1886",1886-08-17,2,"The Sioux Indians who partcipated in the Buffalo Bill show had a dog feast, which is described in detail. ",,P,,FALSE
268,E,TRUE,SullivanTimes-8-21-86.txt,The Late Ned Buntline,Sullivan Times,"August 21, 1886",1886-08-21,4,"This article is the same as the Fort Wayne Sentinel July 29, 1886. ", Also contains the same graphic.,P,,FALSE
269,E,TRUE,SaturdayEveningMail-8-21-86.txt,,Saturday Evening Mail ,"August 21, 1886 ",1886-08-21,4,A Pawnee Indian attached to Buffalo Bill's show ran away with and married a Newark girl,,P,,FALSE
270,E,TRUE,DailyWabashExpress-8-29-86.txt,Cowboy vs. English Riding ,Daily Wabash Express ,"August 29, 1886 ",1886-08-29,3,Discussion about cowboy vs English horseback riding,,P,,FALSE
271,R,TRUE,DailyWabashExpress-9-4-86.txt,,Daily Wabash Express ,"September 4, 1886",1886-09-04,6,"""Henry Irving and Ellen Terry went to see Buffalo Bill while they were in New York, in interesting instance of the meeting of extremes.""",,P,,FALSE
272,E,TRUE,IndianapolisNews-9-21-86.txt,,Indianapolis News,"September 21, 1886",1886-09-21,2,Cody and Salisbury are noted to have secured six acres of land to exhibit in London,,P,,FALSE
273,E,TRUE,FortWayneSentinel-9-25-86.txt,Buffalo Bill's Show to be Exhibited in London,Fort Wayne Sentinel,"September 25, 1886",1886-09-25,6,This article reports Buffalo Bill's future performance in London in 1887. It mentions the show's participants and costs. ,,P,,FALSE
274,E,TRUE,LogansportChronicle-9-25-86.txt,N/A,Logansport Chronicle,"September 25, 1886",1886-09-25,8,This sentence mentions Buffalo Bill's actions in New York. ,,P,,FALSE
275,E,TRUE,IndianapolisNews-9-25-86.txt,,Indianapolis News,"September 25, 1886",1886-09-25,6,Article discusses Cody and Salisbury's plans to exhibit in Europe ,,P,,FALSE
276,E,TRUE,ShelbyvilleDailyDemocrat-9-28-86.txt,Modified Maxims,Shelbyville Daily Democrat,"September 28, 1886",1886-09-28,2,This article presents a talk between Buffalo Bill and Nate Salsbury in a tent. ,,P,,FALSE
277,E,TRUE,GoshenDailyNews-9-30-86.txt,N/A,Goshen Daily News,"September 30, 1886",1886-09-30,4,A news sentence mentions Buffalo Bill's future performance abroad in 1887. ,,P,,FALSE
278,E,TRUE,ElkhartReview-10-4-86.txt,The London-American Exhibition,Elkhart Review,"October 4, 1886",1886-10-04,5,This article describes a preparation of the Buffalo Bill exhibition in London for 1887. ,,P,,FALSE
279,E,TRUE,TerreHauteWeeklyGazette-10-7-86.txt,,Terre Haute Weekly Gazette ,"October 7, 1886",1886-10-07,4,"Cowboys from Buffalo Bill's show got into a real fight, one being killed and another seriously wounded ",,P,,FALSE
280,E,TRUE,DailyWabashExpress-10-8-86.txt,,Daily Wabash Express ,"October 8, 1886",1886-10-08,2,"Cowboys from Buffalo Bill's show got into a real fight, one being killed and causing the police to arrive on the scene ",,P,,FALSE
281,E,TRUE,FortWayneSentinel-10-9-86.txt,A Lucky Manager,Fort Wayne Sentinel,"October 9, 1886",1886-10-09,6,This article describes the roles and profits of Nate Salsbury. It briefly mentions Buffalo Bill. ,,P,,FALSE
282,E,TRUE,DailyWabashExpress-10-10-86.txt,,Daily Wabash Express ,"October 10, 1886 ",1886-10-10,6,Brief mention of Buffalo Bill going over to Europe,,P,,FALSE
283,E,TRUE,LawrenceburghRegister-10-14-86.txt,N/A,Lawrenceburgh Register,"October 14, 1886",1886-10-14,1,Buffalo Bill's total profit is mentioned. ,,P,,FALSE
284,E,TRUE,LogansportChronicle-10-23-86.txt,N/A,Logansport Chronicle,"October 23, 1886",1886-10-23,N/A,This news item mentions yard foreman as Buffalo Bill. ,,P,,FALSE
285,E,TRUE,LawrenceburghRegister-11-4-86.txt,N/A,Lawrenceburgh Register,"November 4, 1886",1886-11-04,2,This news item mentions Buffalo Bill's and Nate Salisbury's preparing land for 1887 exhibit in London.,,P,,FALSE
286,E,TRUE,LogansportChronicle-11-13-86.txt,N/A,Logansport Chronicle,"November 13, 1886",1886-11-13,8,This item mentions Buffalo Bill's action at Madison Square Garden. ,,P,,FALSE
287,E,TRUE,MadisonHerald-11-19-86.txt,N/A,Madison Herald,"November 19, 1886",1886-11-19,2,A Carpenter's Union troubled Buffalo Bill for his employment of workers. ,,P,,FALSE
288,E,TRUE,IndianapolisNews-11-19-86.txt,,Indianapolis News,"November 19, 1886",1886-11-19,1,"""“Buffalo Bill” is employing non-anion men to fit up Madison garden, New York, for his “Wild West” show, and the “walking delegates” threaten to have him boycotted.""",,P,,FALSE
289,E,TRUE,RochesterRepublican-11-25-86.txt,N/A,Rochester Republican,"November 25, 1886",1886-11-25,7,This paragraph shows the proceeds of Buffalo Bill. ,,P,,FALSE
290,E,TRUE,BedfordLawrenceMail-11-25-86.txt,Current Literature,Bedford Lawrence Mail ,"November 25, 1886",1886-11-25,8,"This article describes the current literature, which mentions the roles and character of Buffalo Bill. ",,P,,FALSE
291,E,TRUE,IndianapolisNews-11-27-86.txt,,Indianapolis News,"November 27, 1886 ",1886-11-27,2,Reader of Indianapolis News seeks clarification on Buffalo Bill's state legislature seat ,,P,,FALSE
292,E,TRUE,HagerstownExponent-12-8-86.txt,Lurid Tales of Death,Hagerstown Exponent ,"December 8, 1886",1886-12-08,1,"Buffalo Bill describes his past experiences in the west, including how he earned the title and his attack against the Indians during the late 1870s. ",,P,,FALSE
293,E,TRUE,DailyWabashExpress-12-10-86.txt,,Daily Wabash Express ,"December 10, 1886 ",1886-12-10,2,"""There is nothing mean about Buffalo Bill. He will give his Indians, now at Madison Square garden, a Christmas feast of stewed dog. It will be dog eat dog.""",,P,,FALSE
294,E,TRUE,DailyWabashExpress-12-12-86.txt,,Daily Wabash Express ,"December 12, 1886",1886-12-12,4,"Short note about the Wild West show's success despite his ""old"", ""broken-down"", and ""ragged and dirty"" features that comprise the show",,P,,FALSE
295,E,TRUE,LogansportChronicle-12-18-86.txt,N/A,Logansport Chronicle,"December 18, 1886",1886-12-18,8,This article reports a major's travels to America and the progress of the London exhibition. ,,P,,FALSE
296,E,TRUE,RochesterRepublican-12-23-86.txt,N/A,Rochester Republican,"December 23, 1886",1886-12-23,1,This news item reports Buffalo Bill's Christmas feast. ,,P,,FALSE
297,P,TRUE,LogansportReporter-1-3-94.txt,Story of the Wild West And Camp Fire Chats,Logansport Reporter,Jan. 3 1894,1894-01-03,4,,,,,FALSE
298,E,TRUE,AtticaFountainWarrenDemocrat-1-4-94.txt,,Attica Fountain Warren Democrat,Jan. 4 1894,1894-01-04,2,,,,,FALSE
299,E,TRUE,CrawfordsvilleWeeklyJournal-1-19-94.txt,,Crawfordsville Weekly Journal,Jan. 19 1894,1894-01-19,9,,,,,FALSE
300,E,TRUE,ConnersvilleDailyNews-1-30-94.txt,,Connersville Daily News ,Jan. 30 1894,1894-01-30,4,,,,,FALSE
301,E,TRUE,DailyGreencastleBannerandTimes-2-13-94.txt,,Daily Greencastle Banner and Times,Feb. 13 1894,1894-02-13,1,,,,,FALSE
302,E,TRUE,AlbionNobleCountyDemocrat-2-15-94.txt,,Albion Noble County Democrat,Feb. 15 1894,1894-02-15,4,,,,,FALSE
303,E,TRUE,LogansportChronicle-2-17-94.txt,,Logansport Chronicle,Feb. 17 1894,1894-02-17,1,,,,,FALSE
304,P,TRUE,LogansportReporter-2-19-94.txt,Story of the Wild West And Camp Fire Chats,Logansport Reporter,Feb. 19 1894,1894-02-19,4,,,,,FALSE
305,E,TRUE,IndianapolisSun-2-20-94.txt,,Indianapolis Sun,Feb. 20 1894,1894-02-20,2,,,,,FALSE
306,E,TRUE,AlbionNobleCountyDemocrat-2-22-94.txt,,Albion Noble County Democrat,Feb. 22 1894,1894-02-22,1,,,,,FALSE
307,E,TRUE,DelphiTimes-3-2-94.txt,,Delphi Times,March 2 1894,1894-03-02,3,,,,,FALSE
308,P,TRUE,FortWayneSentinel-3-5-94.txt,,Fort Wayne Sentinel,March 5 1894,1894-03-05,2,,,,,FALSE
309,E,TRUE,IndianapolisJournal-3-5-94.txt,,Indianapolis Journal,March 5 1894,1894-03-05,5,,,,,FALSE
310,E,TRUE,KokomoDailyTribune-3-7-94.txt,,Kokomo Daily Tribune,March 7 1894,1894-03-07,3,,,,,FALSE
311,E,TRUE,PetersburgPikeCountyDemocrat-3-23-94.txt,,Petersburg Pike County Democrat,March 23 1894,1894-03-23,2,,,,,FALSE
312,E,TRUE,IndianapolisNews-3-23-94.txt,,Indianapolis News,March 23 1894,1894-03-23,1,,,,,FALSE
313,E,TRUE,IndianaStateSentinel-3-28-94.txt,,Indiana State Sentinel,March 28 1894,1894-03-28,1,,,,,FALSE
314,E,TRUE,LigonierLeader-4-12-94.txt,,Ligonier Leader,April 12 1894,1894-04-12,1,,,,,FALSE
315,E,TRUE,BedfordDailyMail-4-18-94.txt,,Bedford Daily Mail,April 18 1894,1894-04-18,2,,,,,FALSE
316,E,TRUE,ColumbusDailyHerald-4-24-94.txt,,Columbus Daily Herald,April 24 1894,1894-04-24,3,,,,,FALSE
317,E,TRUE,IndianapolisJournal-5-29-94.txt,,Indianapolis Journal,May 29 1894,1894-05-29,4,,,,,FALSE
318,E,TRUE,MadisonDailyDemocrat-6-2-94.txt,,Madison Daily Democrat,June 2 1894,1894-06-02,3,,,,,FALSE
319,E,TRUE,FremontEagle-6-14-94.txt,,Fremont Eagle,June 14 1894,1894-06-14,6,,,,,FALSE
320,E,TRUE,EllettsvilleMonroeCountyCitizen-7-14-94.txt,,Elletsville Monroe County Citizen ,July 14 1894,1894-07-03,4,,,,,FALSE
321,E,TRUE,IndianapolisNews-7-21-94.txt,,Indianapolis News,July 21 1894,1894-07-21,12,,,,,FALSE
322,E,TRUE,GreensfieldRepublican-7-26-94.txt,,Greenfield Republican,July 26 1894,1894-07-26,7,,,,,FALSE
323,E,TRUE,ColumbusDailyHerald-7-28-94.txt,,Columbus Daily Herald,July 28 1894,1894-07-28,2,,,,,FALSE
324,E,TRUE,LogansportPharosTribune-8-1-94.txt,,Logansport Pharos Tribune,Aug. 1 1894,1894-08-01,4,,,,,FALSE
325,E,TRUE,BloomingtonWorld-8-30-94.txt,,Bloomington World,Aug. 30 1894,1894-08-30,4,,,,,FALSE
326,P,TRUE,BloomingtonWorld-9-6-94.txt,"Miss Cody, Niece of Buffalo Bill",Bloomington World,Sept. 6 1894,1894-09-06,4,,,,,FALSE
327,E,TRUE,GreencastleStarExpress-9-8-94.txt,,Greencastle Star Press,Sept. 8 1894,1894-09-08,1,,,,,FALSE
328,E,TRUE,BloomfieldDemocrat-9-21-94.txt,,Bloomfield Democrat,Sept. 21 1894,1894-09-21,3,,,,,FALSE
329,E,TRUE,WorthingtonTimes-9-21-94.txt,,Worthington Times,Sept. 21 1894,1894-09-21,3,,,,,FALSE
330,E,TRUE,IndianapolisNews-10-15-94.txt,,Indianapolis News,Oct. 15 1894,1894-10-15,1,,,,,FALSE
331,R,TRUE,IndianapolisJournal-10-16-94.txt,"Mrs. Henry Ward Beecher, of Brooklyn, N. Y., was a visitor at Buffalo Bill's Wild West show the other evening",Indianapolis Journal,Oct. 16 1894,1894-10-16,1,,,,,FALSE
332,E,TRUE,IndianapolisJournal-10-25-94.txt,,Indianapolis Journal,Oct. 25 1894,1894-10-25,1,,,,,FALSE
333,E,TRUE,FarmlandEnterprise-11-9-94.txt,,Farmland Enterprise,Nov. 9 1894,1894-11-09,6,,,,,FALSE
334,E,TRUE,ThorntownArgus-12-1-94.txt,,Throntown Argus,Dec. 1 1894,1894-12-01,2,,,,,FALSE
335,E,TRUE,LogansportPharosTribune-12-29-94.txt,,Logansport Pharos Tribune,Dec. 29 1894,1894-12-29,2,,,,,FALSE
336,E,TRUE,LogansportReporter-12-31-94.txt,,Logansport Reporter,Dec. 31 1894,1894-12-31,1,,,,,FALSE
337,E,TRUE,CrawfordsvilleDailyJournal-12-31-94.txt,,Crawfordsville Daily Journal,Dec. 31 1894,1894-12-31,1,,,,,FALSE
338,E,TRUE,MarshallCountyIndependent-7-5-95.txt,Was in an Indian Fight,Marshall County Independent,"July 5, 1895",1895-07-05,N/A,Buffalo Bill took care of a young girl caught in an Indian massacre and later supported her acting career socially and monetarily ,,P,,FALSE
339,E,TRUE,IndianapolisJournal-8-30-95.txt,Panic at a Show,Indianapolis Journal,"August 30, 1895",1895-08-30,2,"A windstorm at a show in Ohio blew a section of the tent away at the Buffalo Bill show; thousands got wet and muddy, but no serious injuries except bruises ",,P,,FALSE
,,TRUE,IndianapolisNews-10-2-85-page-4.txt,N/A,Indianapolis News,"October 2, 1885",1895-10-02,,,,,,
340,E,TRUE,IndianapolisJournal-10-30-95.txt,Indian Charged with Manslaughter,Indianapolis Journal,"October 30, 1895",1895-10-30,4,"An Indian from Buffalo Bill's show was accused of murdering a young boy while the show was in town by throwing a rock at him; Mohawk, the Indian, was picked from Buffalo Bill's camp based on a description ",,P,,FALSE
341,E,TRUE,EllettsvilleFarm-11-9-95.txt,N/A,Ellettsville Farm ,"November 9, 1895",1895-11-09,,Buffalo Bill closed his show in Atlanta due to weather; Crazy Bull will stand trial in Baltimore for the death of the child ,,P,,FALSE
342,P,TRUE,FtWayneSentinel-2-7-96.txt,Buffalo Bill,Fort Wayne Sentinel,"February 7, 1896",1896-02-07,1,It was announced that the Wild West show would be coming to Fort Wayne in May or June of that year and would take place at Lakeside ,,P,,FALSE
343,E,TRUE,IndianapolisJournal-4-2-96.txt,Two Fatal Casualties,Indianapolis Journal,"April 2, 1896 ",1896-04-02,4,A man who was with Buffalo Bill's show for three years was killed by a bale of hay falling on him ,,P,,FALSE
344,E,TRUE,DailyGreencastleBannerTimes-4-11-96.txt,A Circus War,Daily Greencastle Banner and Times,"April 11, 1896 ",1896-04-11,N/A,"A circus war is going on; Bailey wants to drive out the Ringling brothers by using the Forepaugh, Sells' brothers, and Buffalo Bill's Wild West Show",,P,,FALSE
345,P,TRUE,IndianapolisJournal-4-19-96.txt,Buffalo Bill's Wild West,Indianapolis Journal,"April 19, 1896 ",1896-04-19,6,Description of the wild west show coming to town; emphasis on the horsemanship and tricks used by horse breakers,,P,,FALSE
346,P,TRUE,ColumbusDailyHerald-4-27-96.txt,Frontier Life Depicted ,Columbus Daily Herald,"April 27, 1896 ",1896-04-27,N/A,Description of show encourages everyone to see it as if it is an American duty ,,P,,FALSE
347,P,TRUE,GoshenDemocrat-4-29-96.txt,N/A,Goshen Democrat ,"April 29, 1896 ",1896-04-29,N/A,"Buffalo Bill's show would ""pitch tents"" on August 13th ",,P,,FALSE
348,P,TRUE,ColumbusDailyTimes5-1-96p2-parts1-2.txt,"Columbus, Tuesday, May 12",Columbus Daily Times,"May 1, 1896",1896-05-01,3,Advertisement for the coming show,,A,,FALSE
349,P,TRUE,ColumbusWeeklyTimes-5-1-96.txt,Largest Arena in the World ,Columbus Weekly Times,"May 1, 1896 ",1896-05-01,3,Article places an emphasis on the various races included in the show,,P,,FALSE
350,P,TRUE,IndianapolisJournal-5-1-96.txt,Rocky Bear and Gen. Harrison,Indianapolis Journal,"May 1, 1896 ",1896-05-01,5,A famous Indian compared to the likes of George Washington among the Sioux is set to meet ex-president Harrison again when the show comes to town; Buffalo Bill is recognized with Rocky Bear for helping settle the ghost dance craze during Harrison's presidency ,,P,,FALSE
351,P,TRUE,ColumbusDailyTimes5-3-96p3-parts1-2.txt,"Columbus, Tuesday, May 12",Columbus Daily Times,"May 3, 1896",1896-05-05,3,Advertisement for the coming show,,A,,FALSE
352,P,TRUE,IndianapolisSun-5-7-96.txt,Persia's Imperious Shah,Indianapolis Sun,"May 7, 1896 ",1896-05-07,N/A,The Persian Shah was very impressed with Buffalo Bill's show; Buffalo Bill now owns the Shah's chair on his ranch ,,P,,FALSE
353,P,TRUE,ColumbusEveningRepublic5-9-96-parts1-2.txt,"Tuesday, May 12",Columbus Evening Republic,"May 9, 1896",1896-05-09,N/A,Advertisement for the coming show,,A,,FALSE
354,R,TRUE,IndianapolisJournal-5-9-96.txt,Daring Rough Riders,Indianapolis Journal,"May 9, 1896",1896-05-09,3,"Emphasis on the realistic and historical features of the show; horse breaking, lassoing, the Deadwood coach",,P,,FALSE
355,P,TRUE,ColumbusDailyHerald-5-9-96.txt,N/A,Columbus Daily Herald,"May 9, 1896 ",1896-05-09,N/A,Article emphasizes the intermingling of armies around the world and how they may interact on this exhibition and soon fight each other on real battlefields ,,P,,FALSE
356,E,TRUE,IndianapolisJournal-5-9-96-page 7.txt,Thieves Following the Show,Indianapolis Journal,"May 9, 1896 ",1896-05-09,7,"Two young men were following the show with intentions of pickpocketing the large crowds, but they were arrest before they could ",,P,,FALSE
357,R,TRUE,IndianapolisNews-5-9-96.txt,The Wild West Congress,Indianapolis News,"May 9, 1896 ",1896-05-09,6,Article emphasizes various races in the show as well as a run-through of the various acts in the show; mentions injured Indian ,,P,,FALSE
358,E,TRUE,IndianapolisJournal-5-10-96.txt,Gathering Them In,Indianapolis Journal,"May 10, 1896 ",1896-05-10,N/A,Police arrested a few men who were following the show with intentions of pickpocketing,,P,,FALSE
359,R,TRUE,ColumEveRepub5-12-96p4.txt,The Show Here,Columbus Evening Republic,"May 12, 1896",1896-05-12,4,Children and crowds gathered to see the show unload and the parade,,A,,FALSE
360,E,TRUE,ColumbusDailyHerald-5-13-96.txt,N/A,Columbus Daily Herald,"May 13, 1896",1896-05-13,N/A,A man is collecting tickets from entertainment shows and he just added a Buffalo Bill show ticket ,,P,,FALSE
361,R,TRUE,ColumEveRepub5-13-96p4.txt,Rough Riders,Columbus Evening Republic,"May 13, 1896",1896-05-13,4,"Review of the show, highlighting the horsemanship. The performance was more educational focused",,A,,FALSE
362,P,TRUE,Evans Courier5-14-96p6-parts1-2.txt,"Evansville, Saturday, May 16",Evansville Courier,"May 14, 1896",1896-05-14,6,Long promotion for the BB show coming,,A,,FALSE
363,E,TRUE,EvansCourier5-16-96p8.txt,Davis Bros. Wholesale and Retail Grocers,Evansville Courier,"May 16, 1896",1896-05-16,8,Grocery store advertisement noting the BB show in its promotion,,A,,FALSE
364,P,TRUE,SaturdayEveningMail-5-16-96.txt,News of the City ,Saturday Evening Mail,"May 16, 1896",1896-05-16,1,An advanced agent of Buffalo Bill's Wild West Show was in town making preparations for the show that week,,P,,FALSE
,P,TRUE,FtWayneSentinel-6-9-96.txt,N/A,Fort Wayne Sentinel,"June 9, 1896",1896-06-09,,,,,,
365,P,TRUE,LogansportTimes-6-12-96.txt,Cowboy in Real Life,Logansport Times,"June 12, 1896",1896-06-12,4,"Teddy Roosevelt is quoted in his statements about ""real"" cowboys, realated to those in the Wild West show ",,P,,FALSE
366,P,TRUE,FtWayneSentinel-6-16-96.txt,Enterprise of the Vast Magnitude ,Fort Wayne Sentinel,"June 16, 1896",1896-06-16,N/A,Emphasis is on the greatness of the Congress of Rough Riders of the World; there is no mention of Annie Oakley even though there is an image ,,P,,FALSE
367,P,TRUE,FtWayneNews-6-17-96.txt,N/A,Fort Wayne News,"June 17, 1896",1896-06-17,N/A,Graphic Advertisement,,A,,FALSE
368,P,TRUE,KokomoDailyTribune-6-17-96.txt,An Amazing Enterprise ,Kokomo Daily Tribune,"June 17, 1896",1896-06-17,8,Buffalo Bill's show is described as vast and highly entertaining because of its communal parts,,P,,FALSE
369,P,TRUE,CrawfStar6-18-96p5-parts1-2.txt,Crawfordsville Thurs. June 25,Crawfordsville Star,"June 18, 1896",1896-06-18,5,Advertisement for the coming show,,A,,FALSE
370,P,TRUE,FtWayneWeeklyGazette-6-18-96 page-8.txt,Will Be Here,Fort Wayne Weekly Gazette ,"June 18, 1896",1896-06-18,8,Press release promo; same as Columbus Daily Herald May 9th ,,P,,FALSE
,P,TRUE,FtWayneWeeklyGazette-6-18-96-page-9.txt,Greatest of Its Kind,Fort Wayne Weekly Gazette ,"June 18, 1896",1896-06-18,,,,,,
371,P,TRUE,FtWayneGazette-6-19-96.txt,Greatest of Its Kind,Fort Wayne Gazette,"June 19, 1896",1896-06-19,N/A,Article describes various aspects of the show but notes that audience is already familiar with Buffalo Bill ,,P,,FALSE
372,P,TRUE,CrawfReview6-20-96p4.txt,Crawfordsville Thurs. June 25,Crawfordsville Review,"June 20, 1896",1896-06-20,4,Advertisement for the coming show,,A,,FALSE
373,P,TRUE,FtWayneSentinel-6-20-96.txt,N/A,Fort Wayne Sentinel,"June 20, 1896",1896-06-20,N/A,Graphic Advertisement,,A,,FALSE
374,P,TRUE,FtWayneEveningPost-6-22-96.txt,N/A,Fort Wayne Evening Post,"June 22, 1896",1896-06-22,1,An advance agent of Buffalo Bill's show wants to make sure the public knows that Buffalo Bill will perform at every show and the show will be huge ,,P,,FALSE
375,P,TRUE,FtWayneSentinel-6-22-96 - page 1.txt,N/A,Fort Wayne Sentinel,"June 22, 1896",1896-06-22,1,Agent Burke is clearing up misconceptions about Buffalo Bill not performing at the show; emphasizes that people need to see it now because this may be their only chance ever,,P,,FALSE
376,P,TRUE,FtWayneSentinel-6-22-96-.txt,N/A,Fort Wayne Sentinel,"June 22, 1896",1896-06-22,N/A,People are trying to imitate Buffalo Bill's Wild West show and people are being deceived by the fake imiations of the Wild West,,P,,FALSE
377,P,TRUE,FtWayneGazette-6-23-96.txt,Halstead on Buffalo Bill,Fort Wayne Gazette,"June 23, 1896",1896-06-23,N/A,Distinguished man praised the greatness of the Wild West show and notes that it is only improving ,,P,,FALSE
378,P,TRUE,CrawfDailyArgusNews6-24-96p1.txt,Are You Going,Crawfordsville Daily Argus News,"June 24, 1896",1896-06-24,N/A,Promotion for discounted ticket if you buy Warner Clothing,,A,,FALSE
379,P,TRUE,CrawfDailyArgusNews6-24-96p3-parts1-2.txt,Crawfordsville Thurs. June 25,Crawfordsville Daily Argus News,"June 24, 1896",1896-06-24,3,Advertisement for the coming show,,A,,FALSE
380,P,TRUE,FtWayneEveningPost-6-24-96.txt,Great Combination,Fort Wayne Evening Post,"June 24, 1896",1896-06-24,N/A,Buffalo Bill is prestigious worldwide and his show the same ,,P,,FALSE
381,P,TRUE,FtWayneSentinel-6-24-96.txt,N/A,Fort Wayne Sentinel,"June 24, 1896",1896-06-24,N/A,Press released graphic advertisement; same as Fort Wayne Sentinel June 20th ,,A,,FALSE
382,P,TRUE,FtWayneWeeklySentinel-6-24-96.txt,N/A,Fort Wayne Weekly Sentinel,"June 24, 1896",1896-06-24,N/A,Press released graphic advertisement; same as Fort Wayne Sentinel June 20th ,,A,,FALSE
383,P,TRUE,CrawfDailyArgusNews6-25-96p1.txt,Are You Going,Crawfordsville Daily Argus News,"June 25, 1896",1896-06-25,1,Promotion for discounted ticket if you buy Warner Clothing,,A,,FALSE
384,P,TRUE,FtWayneEveningPost-6-25-96.txt,Absolutely Unique,Fort Wayne Evening Post,"June 25, 1896",1896-06-25,1,Article emphasizes the importance of seeing the show now because it may not be around much longer; mentions James Bailey as part of WW Show management ,,P,,FALSE
385,P,TRUE,FtWayneGazette-6-25-96.txt,,Fort Wayne Gazette,"June 25, 1896",1896-06-25,N/A,,,P,,FALSE
386,P,TRUE,FtWayneWeeklyGazette-6-25-96-page 5.txt,Greatest of All,Fort Wayne Weekly Gazette ,"June 25, 1896",1896-06-25,5,The Wild West Show exhibited 160+ times in the eastern states the previous year and will now take on the western states ,,P,,FALSE
387,P,TRUE,FtWayneWeeklyGazette-6-25-96-page 6.txt,Conquests of Peace and War ,Fort Wayne Weekly Gazette ,"June 25, 1896",1896-06-25,5,Article notes the magnificence and vastness of the show; notes that James Bailey is now part of the management of the show  ,,P,,FALSE
388,P,TRUE,FtWayneEveningPost-6-26-96.txt,Buffalo Bill,Fort Wayne Evening Post,"June 26,  1896",1896-06-26,N/A,Emphasizing show as educational; notes Buffalo Bill's authenticity ,,P,,FALSE
389,R,TRUE,CrawfDailyArgusNews6-26-96p1.txt,A Great Show,Crawfordsville Daily Argus News,"June 26, 1896",1896-06-26,1,"Crowds prayed for the rain to pass but it stormed anyway, the show went on but sold less tickets",,A,,FALSE
390,P,TRUE,FtWayneSentinel-6-26-96.txt,N/A,Fort Wayne Sentinel,"June 26, 1896",1896-06-26,N/A,Parents are encouraged to send or take their kids to the Wild West Show; educational and unobjectionable as there may not be another chance to see it ,,P,,FALSE
391,P,TRUE,FtWayneGazette-6-28-96.txt,An Idea,Fort Wayne Gazette,"June 28, 1896",1896-06-28,5,"Article notes the show's educational value, the historical accuracy, its success in Europe, and its magnitude ",,P,,FALSE
